mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,zcr,rms,spec_cent,spec_bw,rolloff,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,fileName,label
-295.0286865234375,116.10630798339844,-51.66459655761719,-9.563879013061523,-9.341777801513672,-7.855843544006348,-12.428389549255371,-12.124266624450684,-11.475123405456543,-3.8677055835723877,-4.711432933807373,-3.7662954330444336,-5.799150466918945,-5.3188676834106445,-10.514954566955566,-3.4618752002716064,-13.840861320495605,-4.319210529327393,-11.828936576843262,-11.870767593383789,0.09927403567285382,0.0366680882871151,1742.3782178428512,1702.2376080047363,2883.9753684200987,0.5303404927253723,0.6019908785820007,0.6998588442802429,0.6007717847824097,0.5151978135108948,0.5452684164047241,0.5405135750770569,0.5280133485794067,0.5570425391197205,0.6205624938011169,0.5842068195343018,0.5269787907600403,biden-original_clip_18_vtlp.wav,0
-284.51654052734375,104.39124298095703,-45.56807327270508,4.4715495109558105,-6.0540452003479,-9.116103172302246,-20.268787384033203,-12.747563362121582,-4.9162397384643555,-4.7335591316223145,-7.669245719909668,-2.2251930236816406,-3.0638391971588135,-4.290473461151123,-9.905558586120605,-5.151129245758057,-15.230596542358398,-8.93726921081543,-15.583452224731445,-11.746702194213867,0.10286647150522042,0.03852444514632225,1894.2152839470004,1751.1646718934298,3244.594069478683,0.5486471056938171,0.6145004630088806,0.6863600015640259,0.6706302165985107,0.5836158990859985,0.47818106412887573,0.43038710951805115,0.45130595564842224,0.48005032539367676,0.535198450088501,0.5888630747795105,0.5705966949462891,biden-original_clip_19_vtlp.wav,0
-259.1074523925781,126.07464599609375,-51.736595153808594,-14.295629501342773,-14.490157127380371,-9.407007217407227,-5.655391216278076,-5.6757636070251465,-7.334550857543945,-0.07084105163812637,-8.554644584655762,-2.30539608001709,-7.60425329208374,-10.523956298828125,-9.734943389892578,-2.7886857986450195,-11.083470344543457,-1.6177672147750854,-7.934600830078125,-4.638883113861084,0.09156123114849188,0.041836246848106384,1641.6950179176404,1678.0899909484015,2737.9642637035963,0.6123246550559998,0.5602033734321594,0.5084269046783447,0.5376546382904053,0.5531907081604004,0.5718709230422974,0.5672131776809692,0.5774434804916382,0.5668671727180481,0.5180879831314087,0.586813747882843,0.5746225118637085,biden-original_clip_2_vtlp.wav,0
-227.54452514648438,105.19000244140625,-68.71263885498047,-21.13306999206543,-23.21181297302246,-14.328092575073242,-15.18244457244873,-6.092604637145996,-8.355057716369629,-1.183383584022522,-6.53397798538208,-1.5152482986450195,-4.295699596405029,-6.332013130187988,-12.567414283752441,-2.924408197402954,-13.50980281829834,-5.07843017578125,-10.486044883728027,-6.520206451416016,0.10967861803944315,0.047633055597543716,1852.4109959344853,1700.2149541175297,2998.910713638341,0.5723820924758911,0.5662567615509033,0.6947743892669678,0.6956819891929626,0.5806034803390503,0.5067968368530273,0.5582120418548584,0.5588912963867188,0.5496352314949036,0.5828425884246826,0.615598738193512,0.5775569677352905,biden-original_clip_20_vtlp.wav,0
-207.8113250732422,96.40454864501953,-60.66770553588867,-15.163603782653809,-24.296541213989258,-13.741079330444336,-13.786218643188477,-7.518006324768066,-9.770124435424805,0.024577058851718903,-7.703054904937744,-5.68208646774292,-6.214327335357666,-4.659665107727051,-10.719059944152832,-0.5730342864990234,-7.5274577140808105,-4.485964298248291,-8.06257152557373,-6.107151031494141,0.11538391821345707,0.05254903808236122,2015.226981222513,1852.8447699864025,3462.698937790023,0.6321795582771301,0.5827024579048157,0.5526821613311768,0.6347128748893738,0.5951029658317566,0.51231849193573,0.6162974834442139,0.6891458034515381,0.6761420369148254,0.6087605357170105,0.6445524096488953,0.7051662802696228,biden-original_clip_21_vtlp.wav,0
-227.4655303955078,104.56793975830078,-52.4273681640625,-15.196309089660645,-23.859973907470703,-7.698009967803955,-11.77387523651123,-9.986804962158203,-12.710749626159668,-1.885650396347046,-6.86032772064209,-5.909846782684326,-5.611870765686035,-5.630645275115967,-11.038172721862793,-0.15939365327358246,-12.281478881835938,-6.624934673309326,-9.009039878845215,-9.010068893432617,0.11208830300174014,0.04835476726293564,1930.1141346754941,1830.640475113613,3349.3373649579466,0.60881108045578,0.5833637118339539,0.5909306406974792,0.58274906873703,0.5793060064315796,0.5309441089630127,0.5576412677764893,0.6001759171485901,0.5901075601577759,0.66646808385849,0.5907655954360962,0.5578859448432922,biden-original_clip_22_vtlp.wav,0
-220.31993103027344,100.91474151611328,-61.17372512817383,-20.27376365661621,-22.163776397705078,-10.944716453552246,-12.48967456817627,-7.0218377113342285,-12.260163307189941,-3.4130356311798096,-5.327602863311768,-2.906135082244873,-5.858697414398193,-7.6119818687438965,-15.109148025512695,-2.1261961460113525,-14.335821151733398,-8.103714942932129,-6.932888031005859,-4.004642009735107,0.11345231837296983,0.0546555295586586,1935.5970447382142,1790.853936134622,3272.4973036905453,0.5440497398376465,0.6008349657058716,0.6503503918647766,0.6155626177787781,0.6264990568161011,0.6103488802909851,0.6040403842926025,0.5248926281929016,0.5141890645027161,0.5523861646652222,0.5361382365226746,0.5193293690681458,biden-original_clip_23_vtlp.wav,0
-245.7194061279297,108.12635803222656,-57.40232467651367,-18.778348922729492,-25.682920455932617,-13.430621147155762,-14.183698654174805,-3.311901330947876,-11.358142852783203,-3.7833807468414307,-6.279012680053711,0.41030260920524597,-2.0237815380096436,-3.680675506591797,-11.102901458740234,-4.336524486541748,-12.329093933105469,-6.874014854431152,-11.7935152053833,-4.957987308502197,0.10216407156322506,0.04482060670852661,1831.8486504273524,1741.6794854913967,3079.997462296984,0.6207823157310486,0.6247625946998596,0.5801216959953308,0.6587032079696655,0.635242223739624,0.5328644514083862,0.4465942680835724,0.46495699882507324,0.5281991958618164,0.4890291690826416,0.5265697240829468,0.610465943813324,biden-original_clip_24_vtlp.wav,0
-296.08624267578125,114.60069274902344,-40.28861999511719,-10.0510892868042,-5.671697616577148,-0.0622074268758297,-18.466840744018555,-16.51737403869629,-14.589773178100586,-3.2149434089660645,-4.917243480682373,-3.108323574066162,-5.789191246032715,-7.908552646636963,-10.743611335754395,0.2911929488182068,-13.828301429748535,-7.011650562286377,-11.925125122070312,-13.148751258850098,0.10392686883700696,0.04039936885237694,1774.715234184307,1654.2991174158462,2879.828603085122,0.5070221424102783,0.6274123787879944,0.6560047268867493,0.5261197090148926,0.4453345835208893,0.5211727619171143,0.5075804591178894,0.4810979962348938,0.5663296580314636,0.5484275221824646,0.5084948539733887,0.49951818585395813,biden-original_clip_25_vtlp.wav,0
-306.4202575683594,125.78472900390625,-53.76580047607422,-13.095388412475586,-11.509812355041504,-5.3281755447387695,-10.380535125732422,-7.033247470855713,-9.691560745239258,-3.3695883750915527,-2.8193750381469727,-2.1364614963531494,-8.250064849853516,-9.36544132232666,-9.999788284301758,0.350123792886734,-10.239237785339355,-5.136291027069092,-9.796893119812012,-8.583585739135742,0.09215487238979118,0.03614847734570503,1578.4472208309737,1569.8811077664914,2532.6743991081785,0.6037960052490234,0.5728117823600769,0.46451810002326965,0.48961392045021057,0.5661596059799194,0.568236768245697,0.5612022280693054,0.5561507940292358,0.5996940732002258,0.4949226379394531,0.47154104709625244,0.6009504199028015,biden-original_clip_26_vtlp.wav,0
-306.9107360839844,116.09280395507812,-36.5473747253418,-10.029574394226074,-12.756003379821777,-5.050834655761719,-12.615335464477539,-8.774004936218262,-11.614734649658203,-4.263145446777344,-7.008990287780762,-2.1436731815338135,-4.974961757659912,-2.8435099124908447,-5.46260404586792,-5.02992057800293,-15.853446960449219,-8.589146614074707,-10.21297550201416,-8.222003936767578,0.08723014247389792,0.03936997801065445,1685.948002737889,1760.141342573835,2900.812234900667,0.6090891361236572,0.549381673336029,0.5461799502372742,0.5085135698318481,0.43578067421913147,0.4587991535663605,0.4752739667892456,0.4723493754863739,0.510941743850708,0.5302335619926453,0.5335794687271118,0.5574740767478943,biden-original_clip_27_vtlp.wav,0
-256.9694519042969,101.2273941040039,-51.71644973754883,-12.4454984664917,-22.439861297607422,-9.562179565429688,-14.308358192443848,-5.987852096557617,-7.516262054443359,-4.46444845199585,-6.771856307983398,-4.545668125152588,-5.3558220863342285,-4.150444507598877,-10.243965148925781,-2.0317025184631348,-11.418424606323242,-8.155448913574219,-11.164490699768066,-7.991244792938232,0.11975465849767981,0.03919115662574768,1974.6050905246525,1857.267523176606,3380.687910110934,0.5800787210464478,0.6181824207305908,0.6813457012176514,0.617523193359375,0.4812169671058655,0.47390684485435486,0.5261883735656738,0.5117709636688232,0.6024175882339478,0.6190165281295776,0.5924568176269531,0.5281155109405518,biden-original_clip_28_vtlp.wav,0
-308.53857421875,116.76649475097656,-27.17532730102539,-10.793375015258789,-16.29323387145996,-9.505725860595703,-11.066848754882812,-6.7353129386901855,-13.566231727600098,-2.9598915576934814,-7.154482841491699,-3.419689178466797,-5.218169212341309,-8.252899169921875,-10.011581420898438,-2.8238210678100586,-12.173117637634277,-5.828579902648926,-10.151294708251953,-7.018359661102295,0.09556944243039443,0.03863120824098587,1702.222596802667,1767.4930777391894,2866.8387357707365,0.44119560718536377,0.5048357844352722,0.5709499716758728,0.6086248755455017,0.5365492105484009,0.4768100678920746,0.4929332733154297,0.5420658588409424,0.5502616167068481,0.5011103749275208,0.49875232577323914,0.47511982917785645,biden-original_clip_29_vtlp.wav,0
-251.4102020263672,116.12239837646484,-48.85366439819336,-8.513647079467773,-15.629647254943848,-8.923548698425293,-9.00365924835205,-3.879105806350708,-5.754976272583008,-0.19314299523830414,-8.335506439208984,-3.444577217102051,-4.0702056884765625,-3.9334826469421387,-9.089319229125977,-3.0023183822631836,-12.052006721496582,-4.310270309448242,-6.67761754989624,-1.9640021324157715,0.10639093314965198,0.04089221730828285,1842.3401883102924,1739.6422507839588,3103.6290286035382,0.6683419942855835,0.5928255915641785,0.6010409593582153,0.515059769153595,0.4841960668563843,0.5169805288314819,0.5934237837791443,0.6422058343887329,0.5824853181838989,0.5456775426864624,0.5602003335952759,0.61760014295578,biden-original_clip_3_vtlp.wav,0
-305.6595153808594,116.58219146728516,-36.289161682128906,-10.71835994720459,-6.58975076675415,-2.588435649871826,-15.196640014648438,-16.402761459350586,-12.94073486328125,-7.426133632659912,-4.565446853637695,-2.2463059425354004,-4.6864519119262695,-6.9661545753479,-9.12489128112793,0.280243456363678,-15.314506530761719,-9.527104377746582,-15.546107292175293,-12.137426376342773,0.0858344058149652,0.039649661630392075,1667.9722253408568,1734.8040259429492,2805.561534766531,0.5220844745635986,0.5693091750144958,0.6250112652778625,0.6037286520004272,0.483814537525177,0.4653679430484772,0.5256410837173462,0.5036856532096863,0.4601295590400696,0.49700531363487244,0.539263129234314,0.5281875133514404,biden-original_clip_30_vtlp.wav,0
-284.8078918457031,117.73292541503906,-39.14339828491211,-14.146410942077637,-13.100422859191895,-0.03435911238193512,-17.44761085510254,-20.114755630493164,-17.169187545776367,-7.085925102233887,-6.941610813140869,0.06854290515184402,-4.8835272789001465,-6.259211540222168,-7.8242011070251465,-2.4826791286468506,-18.673675537109375,-9.365681648254395,-17.6762638092041,-13.554445266723633,0.09224663754350348,0.04664058983325958,1710.0265497433918,1694.5908645959069,2850.0518303183003,0.44011130928993225,0.47723138332366943,0.6079116463661194,0.7488793730735779,0.5633575916290283,0.3817964196205139,0.42293626070022583,0.4490949511528015,0.41285279393196106,0.448465496301651,0.4880659282207489,0.46743467450141907,biden-original_clip_31_vtlp.wav,0
-246.8482666015625,105.77912902832031,-54.10710906982422,-13.312939643859863,-19.392236709594727,-11.753283500671387,-18.21775245666504,-6.145808219909668,-11.441108703613281,-1.2355670928955078,-6.800568103790283,-5.023706436157227,-6.880305290222168,-5.010980129241943,-11.109037399291992,-3.8831653594970703,-14.257026672363281,-6.830644130706787,-9.556379318237305,-5.749596118927002,0.10705821309454756,0.041503407061100006,1906.4951664281296,1802.9376100134689,3230.5300400594547,0.5812802910804749,0.5499308705329895,0.6598474383354187,0.7048419117927551,0.6369902491569519,0.4838961362838745,0.5353633761405945,0.6138207912445068,0.6186376810073853,0.5901691317558289,0.5861634612083435,0.6041848659515381,biden-original_clip_32_vtlp.wav,0
-206.53480529785156,106.5481185913086,-57.83598327636719,-11.494043350219727,-10.904789924621582,-11.332113265991211,-13.675664901733398,-10.168457984924316,-11.627676010131836,0.2928960919380188,-7.85548734664917,-5.952688217163086,-7.504891872406006,-4.65404748916626,-11.54333782196045,0.1824512481689453,-10.743033409118652,-7.648056983947754,-7.283488750457764,-5.551299095153809,0.10548800935324826,0.058217164129018784,1857.5249247866698,1785.1516887076477,3137.85233287413,0.6198452115058899,0.5406761169433594,0.5247300863265991,0.5439504384994507,0.5377539992332458,0.6086328625679016,0.633358359336853,0.6546122431755066,0.6114005446434021,0.6425657272338867,0.6454538106918335,0.6572327017784119,biden-original_clip_33_vtlp.wav,0
-242.22454833984375,91.4991455078125,-58.54426956176758,-10.190841674804688,-15.43145751953125,-10.195240020751953,-13.04390811920166,-14.430705070495605,-12.3359375,0.36958926916122437,-3.0004162788391113,-5.8696088790893555,-8.761209487915039,-5.949504375457764,-8.139044761657715,1.7274162769317627,-8.806367874145508,-5.7591376304626465,-10.276330947875977,-9.071633338928223,0.13040394794083526,0.04085800424218178,2097.062702297244,1901.7749720061875,3481.3344012833527,0.5635141134262085,0.5723273158073425,0.562907874584198,0.5617889165878296,0.5398498773574829,0.6189756393432617,0.638900101184845,0.6647711992263794,0.6428112387657166,0.6245348453521729,0.5928677916526794,0.586003839969635,biden-original_clip_34_vtlp.wav,0
-293.06805419921875,121.4290542602539,-44.500404357910156,-13.306724548339844,-9.934885025024414,-4.5407562255859375,-19.12708854675293,-14.532329559326172,-12.100119590759277,-5.170185089111328,-4.417928695678711,-3.7062788009643555,-7.667490482330322,-6.917287826538086,-8.488430976867676,-0.1399313509464264,-11.671553611755371,-9.390661239624023,-11.362142562866211,-12.608741760253906,0.08696277733468677,0.04167831689119339,1587.2639314833718,1619.9694509888802,2551.459745685905,0.550724983215332,0.5706428289413452,0.5833647847175598,0.5792301893234253,0.46794360876083374,0.4657421112060547,0.49308153986930847,0.5486900806427002,0.5920897722244263,0.5417188405990601,0.5324150919914246,0.5148373246192932,biden-original_clip_35_vtlp.wav,0
-274.025390625,107.4351806640625,-45.78377914428711,-9.643036842346191,-12.592864036560059,-5.935432434082031,-16.940574645996094,-8.908913612365723,-9.776126861572266,-4.586782455444336,-3.8802297115325928,-2.0745632648468018,-8.798480033874512,-8.696102142333984,-9.67525577545166,-1.608853816986084,-12.095407485961914,-5.5872626304626465,-8.653030395507812,-6.20419454574585,0.11653154908642692,0.03692647069692612,1925.7352188808964,1759.302013132228,3167.554164098753,0.6125221252441406,0.5885710120201111,0.5934163331985474,0.5824487209320068,0.5620847344398499,0.6666789650917053,0.6403563618659973,0.5733993649482727,0.6090322732925415,0.5478957891464233,0.5817275047302246,0.620337963104248,biden-original_clip_36_vtlp.wav,0
-261.8333435058594,100.34061431884766,-48.842063903808594,-8.741289138793945,-13.574620246887207,-5.953986644744873,-16.73384666442871,-9.577974319458008,-11.248805046081543,-7.284674644470215,-7.351198196411133,-4.033656120300293,-6.634521961212158,-5.118205547332764,-10.069075584411621,-0.6704206466674805,-12.058411598205566,-6.503607273101807,-9.07949447631836,-8.082196235656738,0.11451044989849188,0.04126282036304474,1980.25686097126,1821.1394965826942,3319.4606701348607,0.6005546450614929,0.6102918982505798,0.6569609642028809,0.636954665184021,0.5143420100212097,0.5347263216972351,0.5510175824165344,0.5503476858139038,0.59520024061203,0.587403416633606,0.592402994632721,0.5910294651985168,biden-original_clip_37_vtlp.wav,0
-301.4815368652344,114.80329132080078,-47.20156478881836,-12.06825065612793,-4.521055221557617,-3.3688793182373047,-20.080415725708008,-20.207111358642578,-8.823750495910645,-0.9465131163597107,-1.8630313873291016,-3.3541691303253174,-10.275946617126465,-8.155280113220215,-10.854472160339355,0.1810174584388733,-13.090858459472656,-9.00370979309082,-10.847506523132324,-8.070204734802246,0.10287100311774942,0.03979358822107315,1774.3408619227496,1695.0508646142584,2919.8473866190543,0.5118263363838196,0.5719444751739502,0.5641917586326599,0.5538053512573242,0.5504255294799805,0.5650699138641357,0.5992886424064636,0.6064606308937073,0.5359135270118713,0.517292320728302,0.4922470450401306,0.4564395546913147,biden-original_clip_38_vtlp.wav,0
-279.38525390625,102.49595642089844,-50.25178527832031,-11.313116073608398,-15.782308578491211,-7.450727939605713,-15.453567504882812,-9.031518936157227,-8.191022872924805,-1.7841516733169556,-7.592100143432617,-1.256953239440918,-4.354463577270508,-6.189128398895264,-7.986682891845703,-1.5049386024475098,-13.680063247680664,-8.08540153503418,-11.59390926361084,-6.867051601409912,0.11142782047563805,0.034899529069662094,1947.0907080766085,1815.0681152047164,3292.506695457512,0.616714358329773,0.5827915072441101,0.6660627722740173,0.7299129962921143,0.5128389000892639,0.500308096408844,0.5319276452064514,0.5907272100448608,0.5893018841743469,0.5236958265304565,0.5585881471633911,0.6268449425697327,biden-original_clip_39_vtlp.wav,0
-292.6059265136719,129.45257568359375,-47.203311920166016,-7.078644275665283,-0.8372774124145508,-8.504847526550293,-14.304414749145508,-12.208611488342285,-7.746110916137695,-0.3999091386795044,-6.8336639404296875,-3.5230257511138916,-3.160709857940674,-2.95770525932312,-8.81759262084961,-5.723392486572266,-13.476171493530273,-6.700102806091309,-8.270068168640137,-7.779007434844971,0.09335008519431555,0.03688138723373413,1625.4383266814812,1592.1372265627533,2697.0711621773494,0.5443848371505737,0.6298132538795471,0.6753456592559814,0.6520419716835022,0.49997207522392273,0.4893021583557129,0.5250795483589172,0.5434236526489258,0.5824843645095825,0.6295987367630005,0.6088236570358276,0.554672360420227,biden-original_clip_4_vtlp.wav,0
-253.060546875,110.4134750366211,-57.53892135620117,-11.950310707092285,-14.892657279968262,-14.52193546295166,-20.522123336791992,-12.39294719696045,-9.298513412475586,-3.109346628189087,-4.00006103515625,-4.649778842926025,-6.311662673950195,-3.732180118560791,-10.382097244262695,-0.7746735215187073,-10.552938461303711,-6.015512466430664,-10.288017272949219,-9.690940856933594,0.10255832185324826,0.04499062895774841,1785.8714751415469,1668.4407196301695,2908.1315255220416,0.5672376751899719,0.5893513560295105,0.6476023197174072,0.5689914226531982,0.5058187246322632,0.5539588928222656,0.5520747303962708,0.5204927325248718,0.6071215867996216,0.6407848596572876,0.566321849822998,0.5904948115348816,biden-original_clip_40_vtlp.wav,0
-300.82501220703125,116.25164794921875,-45.15665817260742,-9.871099472045898,-7.7408318519592285,-10.186551094055176,-14.429755210876465,-6.137906074523926,-11.084040641784668,-8.16335678100586,-9.410999298095703,-4.565057754516602,-6.4470930099487305,-6.1066131591796875,-7.264401435852051,-0.5615947842597961,-8.239404678344727,-4.437006950378418,-8.47017765045166,-7.575524806976318,0.09360385549593968,0.03357826545834541,1673.0235887529757,1680.2062763369142,2815.62868193518,0.6944959163665771,0.6202057003974915,0.592635452747345,0.5898800492286682,0.5104562044143677,0.5230340361595154,0.5286895036697388,0.5461789965629578,0.6527942419052124,0.5905332565307617,0.5803375840187073,0.668165922164917,biden-original_clip_41_vtlp.wav,0
-317.47125244140625,103.83191680908203,-24.056316375732422,-6.041425704956055,-7.272636890411377,2.1738157272338867,-15.634665489196777,-13.796465873718262,-12.952943801879883,-5.449112415313721,-5.091568946838379,-3.7049851417541504,-6.196629047393799,-7.2773871421813965,-6.411469459533691,-3.717148542404175,-13.460926055908203,-9.968436241149902,-13.43293285369873,-12.65427303314209,0.11296630292923433,0.034205369651317596,1948.5882054839894,1852.5423386432603,3446.4116426189094,0.5871586799621582,0.6813185811042786,0.7328693270683289,0.6854418516159058,0.5490725636482239,0.5547624230384827,0.5705713033676147,0.5959462523460388,0.6088802218437195,0.6207877993583679,0.647162675857544,0.5804333090782166,biden-original_clip_42_vtlp.wav,0
